SN,country,points,price,province,region_1,variety,winery
47967,US,94,61,California,Stags Leap District,Cabernet Sauvignon,Chimney Rock
47968,Italy,94,95,Piedmont,Barolo,Nebbiolo,Giuseppe Rinaldi
47969,Austria,94,80,Burgenland,,Chardonnay,Kollwentz
47970,US,94,95,California,Paso Robles,Bordeaux-style Red Blend,Justin
47971,US,94,38,California,North Coast,Sparkling Blend,Schramsberg
47972,France,94,67,Champagne,Champagne,Champagne Blend,Louis Roederer
47973,Italy,94,65,Piedmont,Barolo,Nebbiolo,Luigi Pira
47974,Italy,94,60,Piedmont,Barolo,Nebbiolo,Bric Cenciurio
47975,US,94,105,California,Howell Mountain,Cabernet Sauvignon,Cakebread
47976,US,94,60,California,Carneros,Pinot Noir,Etude
47977,Italy,94,125,Piedmont,Barolo,Nebbiolo,Gianni Gagliardo
47978,France,94,150,Champagne,Champagne,Champagne Blend,Gosset
47979,Italy,94,58,Piedmont,Barbaresco,Nebbiolo,Castello di Neive
47980,Italy,94,90,Piedmont,Barolo,Nebbiolo,Castello di Verduno
47981,US,94,30,Washington,Columbia Valley (WA),Viognier-Roussanne,Tranche
47982,France,94,200,Champagne,Champagne,Champagne Blend,Philipponnat
47983,Italy,85,25,Piedmont,Barbera d'Asti,Barbera,Pescaja
47984,US,85,58,California,Russian River Valley,Pinot Noir,Rochioli
47985,South Africa,85,15,Swartland,,Pinotage,Painted Wolf
47986,New Zealand,85,15,Hawke's Bay,,Sauvignon Blanc,Matariki
47987,South Africa,85,12,Stellenbosch,,Chenin Blanc,Vinum Africa
47988,Chile,85,15,Casablanca Valley,,Pinot Noir,William Cole
47989,France,84,10,Southwest France,Vin de Pays des Côtes de Gascogne,White Blend,Domaine de Pajot
47990,US,84,20,Washington,Wahluke Slope,Red Blend,Desert Wind
47991,Chile,84,11,Curicó Valley,,Sauvignon Blanc,Aresti
47992,US,84,25,California,Amador County,Zinfandel,IL Gioiello
47993,US,84,12,California,Mendocino County,Gewürztraminer,Gewurz
47994,US,84,15,California,Red Hills Lake County,Sauvignon Blanc,Fortress
47995,US,84,12,California,California,Sparkling Blend,Ca' Secco
47996,US,84,30,California,Russian River Valley,Marsanne-Roussanne,Lionheart
47997,US,84,18,California,Lodi,Viognier,Longevity
47998,South Africa,84,11,Western Cape,,Sauvignon Blanc,MAN Vintners
47999,US,84,17,Washington,Walla Walla Valley (WA),Red Blend,SuLei
48000,US,84,20,California,Santa Ynez Valley,Sauvignon Blanc,Star Lane Vineyard
48001,South Africa,84,10,Robertson,,Chenin Blanc,Robertson Winery
48002,US,84,15,California,Dry Creek Valley,Zinfandel,Pedroncelli
48003,Australia,84,30,Victoria,Yarra Valley,Pinot Noir,Giant Steps
48004,France,84,22,Provence,Côtes de Provence,Red Blend,Domaine de la Sauveuse
48005,US,84,20,California,Russian River Valley,Chardonnay,Hanna
48006,US,84,16,Washington,Columbia Valley (WA),Merlot,Chateau Ste. Michelle
48007,Australia,84,35,South Australia,Adelaide,Pinot Noir,D'Arenberg
48008,Israel,84,24,Upper Galilee,,Merlot,Carmel
48009,Israel,84,24,Upper Galilee,,Cabernet Sauvignon-Shiraz,Carmel
48010,South Africa,84,19,Western Cape,,Sauvignon Blanc,Nederburg
48011,US,93,48,California,Russian River Valley,Pinot Noir,Suacci Carciere Wines
48012,US,93,60,Washington,Yakima Valley,Syrah,Sheridan Vineyard
48013,US,93,75,California,Howell Mountain,Cabernet Sauvignon,Roberts & Rogers
48014,US,93,35,California,Santa Maria Valley,Chardonnay,Byron
48015,Argentina,93,100,Other,Río Negro Valley,Pinot Noir,Bodega Chacra
48016,Chile,93,55,Maipo Valley,,Cabernet Sauvignon,Domus Aurea
48017,US,93,55,California,Dry Creek Valley,Cabernet Sauvignon,Dry Creek Vineyard
48018,US,93,55,California,Sonoma Coast,Pinot Noir,Dutton-Goldfield
48019,France,93,78,Burgundy,Chablis,Chardonnay,Domaine Christian Moreau Père et Fils
48020,France,93,78,Burgundy,Chablis,Chardonnay,Domaine Christian Moreau Père et Fils
48021,US,93,60,Washington,Yakima Valley,Syrah,Sheridan Vineyard
48022,Austria,93,50,Kremstal,,Riesling,Salomon-Undhof
48023,France,93,101,Burgundy,Puligny-Montrachet,Chardonnay,Xavier Monnot
48024,US,93,100,California,Napa Valley,Cabernet Sauvignon,Lookout Ridge
48025,New Zealand,93,78,Central Otago,,Pinot Noir,Felton Road
48026,France,93,189,Burgundy,Corton-Charlemagne,Chardonnay,Bertrand Ambroise
48027,France,93,67,Burgundy,Chablis,Chardonnay,La Chablisienne
48028,US,93,40,Washington,Walla Walla Valley (WA),Syrah,Gramercy
48029,France,93,45,Burgundy,Chablis,Chardonnay,William Fèvre
48030,France,93,70,Burgundy,Chablis,Chardonnay,Simonnet-Febvre
48031,US,93,100,California,Napa Valley,Cabernet Sauvignon,Lookout Ridge
48032,US,93,38,California,Russian River Valley,Syrah,Lost Canyon
48033,US,93,35,California,Russian River Valley,Pinot Noir,Joseph Swan Vineyards
48034,US,93,38,California,Russian River Valley,Pinot Noir,Joseph Swan Vineyards
48035,US,93,60,California,Napa,Merlot,Keenan
48036,France,93,87,Burgundy,Chablis,Chardonnay,Domaine Laroche
48037,US,93,38,Washington,Columbia Valley (WA),Chardonnay,Gorman
48038,US,91,24,Oregon,Willamette Valley,Pinot Noir,Left Coast Cellars
48039,France,91,17,Southwest France,Madiran,Tannat,Lionel Osmin & Cie
48040,US,91,19,California,Oakville,Cabernet Sauvignon,Kirkland Signature
48041,US,91,36,California,California,Syrah,Piedrasassi
48042,Italy,91,40,Sicily & Sardinia,Sicilia,Syrah,Planeta
48043,Italy,91,40,Sicily & Sardinia,Sicilia,Chardonnay,Planeta
48044,US,91,50,Oregon,Yamhill-Carlton District,Pinot Noir,Soléna
48045,South Africa,91,40,Stellenbosch,,Red Blend,Rust en Vrede
48046,US,91,22,California,Oak Knoll District,Riesling,Trefethen
48047,South Africa,91,30,Stellenbosch,,Bordeaux-style Red Blend,Warwick
48048,US,91,75,Oregon,Willamette Valley,Pinot Noir,Trisaetum
48049,US,91,45,Oregon,Chehalem Mountains,Pinot Noir,Arbor Brook
48050,US,91,80,California,Napa,Bordeaux-style Red Blend,Newton
48051,US,91,28,Oregon,Willamette Valley,Pinot Gris,Rex Hill
48052,Germany,91,44,Mosel,,Riesling,Dr. H. Thanisch (Erben Müller-Burggraef)
48053,Germany,91,30,Mosel,,Riesling,Dr. Loosen
48054,US,91,175,California,Napa Valley,Cabernet Sauvignon,Diamond Creek
48055,US,91,30,Oregon,Umpqua Valley,Syrah,Abacela
48056,Italy,91,53,Sicily & Sardinia,Sicilia,Petite Verdot,Baglio di Pianetto
48057,Italy,91,27,Sicily & Sardinia,Sicilia,Merlot,Baglio di Pianetto
48058,US,91,59,California,Santa Maria Valley,Pinot Noir,La Fenêtre
48059,Austria,91,37,Niederösterreich,,Riesling,Graf Hardegg
48060,US,91,45,California,Napa Valley,Cabernet Sauvignon,Volker Eisele Family Estate
48061,Germany,91,58,Rheinhessen,,Riesling,Wittmann
48062,Austria,91,28,Kremstal,,Riesling,Salomon-Undhof
48063,US,91,60,Oregon,Chehalem Mountains,Pinot Noir,Arbor Brook
48064,South Africa,91,30,Western Cape,,Red Blend,Ataraxia
48065,US,87,28,Washington,Walla Walla Valley (WA),Red Blend,Hightower
48066,US,87,18,California,Dry Creek Valley,Red Blend,Greater Purpose
48067,US,87,18,California,Anderson Valley,Gewürztraminer,Handley
48068,US,87,22,California,Sonoma Valley,Syrah,Bump Wine Cellars
48069,US,87,28,California,Paso Robles,Viognier,Calcareous
48070,Spain,87,40,Northern Spain,Rioja,Tempranillo Blend,Bodegas Valdemar
48071,Spain,87,11,Northern Spain,Rueda,Verdejo-Viura,Cantarranas
48072,Italy,87,20,Southern Italy,Gravina,White Blend,Botromagno
48073,US,87,24,California,Napa Valley,Grenache Blanc,Loomis
48074,Spain,87,15,Galicia,Rías Baixas,Albariño,Lusco
48075,US,87,25,Virginia,Monticello,Viognier,Keswick Vineyards
48076,Italy,87,16,Southern Italy,Salento,Rosé,L'Astore Masseria
48077,US,87,20,California,Sonoma Coast,Pinot Noir,MacPhail
48078,US,87,34,California,Sonoma Coast,Pinot Noir,MacRostie
48079,Spain,87,9,Northern Spain,Cariñena,Tempranillo,Manyana
48080,US,87,45,California,Monterey County,Rhône-style Red Blend,Le Mistral
48081,Spain,87,18,Northern Spain,Navarra,Garnacha-Graciano,Ochoa
48082,Spain,87,9,Central Spain,Almansa,Garnacha,Santa Quiteria
48083,US,87,25,California,Carneros,Chardonnay,Sebastiani
48084,Italy,87,13,Southern Italy,Salento,Negroamaro,Vigneti Reale
48085,US,87,28,California,Edna Valley,Pinot Noir,Tolosa
48086,US,87,20,California,Paso Robles,Cabernet Sauvignon,Robert Hall
48087,US,87,25,California,Alexander Valley,Cabernet Sauvignon,Rodney Strong
48088,US,87,24,California,Paso Robles,Viognier,Oso Libre
48089,Spain,87,16,Northern Spain,Bierzo,Mencía,Pago de Valdetruchas
48090,US,92,32,Washington,Columbia Valley (WA),Red Blend,Mark Ryan
48091,US,92,28,California,Carneros,Chardonnay,Rutherford Hill
48092,New Zealand,92,29,Marlborough,,Sauvignon Blanc,Saint Clair
48093,US,92,18,Washington,Columbia Valley (WA),Pinot Gris,Tranche
48094,Italy,92,38,Southern Italy,Fiano di Avellino,Fiano,Villa Raiano
48095,US,92,45,Washington,Columbia Valley (WA),Cabernet Sauvignon,Abeja
48096,US,92,65,California,Alexander Valley,Bordeaux-style Red Blend,Alexander Valley Vineyards
48097,US,92,35,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Avennia
48098,US,92,85,California,Calistoga,Cabernet Sauvignon,Raymond
48099,France,91,34,Alsace,Alsace,Pinot Gris,Domaine Albert Mann
48100,US,91,28,Washington,Yakima Valley,Rosé,Doyenne
48101,US,91,28,Washington,Columbia Valley (WA),Chardonnay,Forgeron
48102,US,91,29,New York,Seneca Lake,Riesling,Hermann J. Wiemer
48103,US,91,22,California,Napa Valley,Rosé,Kale
48104,US,91,40,Virginia,Monticello,Red Blend,Lovingston
48105,US,91,25,Washington,Columbia Valley (WA),Red Blend,Board Track Racer
48106,Spain,91,40,Northern Spain,Rioja,Tempranillo Blend,Bodegas Corral
48107,France,91,70,Provence,Côtes de Provence,Rosé,Château d'Esclans
48108,France,91,29,Provence,Côtes de Provence La Londe,Rosé,Château les Valentines
48109,France,91,23,Provence,Côtes de Provence,Rosé,Château Roubine
48110,US,91,52,California,Russian River Valley,Pinot Noir,Roadhouse Winery
48111,New Zealand,91,18,Nelson,,Sauvignon Blanc,Seifried
48112,Argentina,91,38,Mendoza Province,Mendoza,Cabernet Sauvignon,Sur de los Andes
48113,US,91,36,Washington,Columbia Valley (WA),Cabernet Sauvignon,Tamarack Cellars
48114,US,91,55,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Avennia
48115,South Africa,91,25,Stellenbosch,,Chenin Blanc,Raats Family
48116,Argentina,91,30,Mendoza Province,Mendoza,Cabernet Franc,El Enemigo
48117,US,91,60,California,Napa Valley,Cabernet Sauvignon,Boyanci
48118,US,91,50,California,Napa Valley,Cabernet Sauvignon,50 Harvests
48119,US,85,85,California,North Coast,Meritage,Deerfield Ranch
48120,US,85,50,California,Clear Lake,Red Blend,Ceago Vinegarden
48121,US,85,20,California,Chalk Hill,Chardonnay,Rodney Strong
48122,US,85,15,California,Edna Valley,Pinot Noir,Pavilion
48123,US,85,18,Washington,Columbia Valley (WA),Sangiovese,Maryhill
48124,US,84,36,California,Dry Creek Valley,Zinfandel,Falcor
48125,US,84,11,California,Central Coast,Sauvignon Blanc,Concannon
48126,US,84,60,California,Paso Robles,Cabernet Sauvignon,Hunt Cellars
48127,US,84,16,California,Dry Creek Valley,Zinfandel,Hayman & Hill
48128,Argentina,84,12,Mendoza Province,Mendoza,Malbec,Bodega Norton
48129,US,84,27,California,Sonoma Mountain,Pinot Meunier,Novy
48130,US,84,25,California,Santa Ynez Valley,Cabernet Sauvignon,Three Saints
48131,France,84,19,Rhône Valley,Crozes-Hermitage,Syrah,Rhodan
48132,France,84,20,Alsace,Alsace,Sparkling Blend,Pierre Sparr
48133,US,84,24,California,Paso Robles,Cabernet Sauvignon,Midnight
48134,Australia,84,15,Western Australia,Pemberton,Pinot Noir,Fonty's Pool
48135,Argentina,84,8,Other,Argentina,Sparkling Blend,Cave Extrême
48136,US,84,28,California,Clear Lake,Chardonnay,Ceago Vinegarden
48137,US,84,27,California,Paso Robles,Zinfandel,Christian Lazo
48138,US,84,15,California,Lodi,Petite Sirah,Christine Andrew
48139,US,84,12,California,California,Chardonnay,Korbel
48140,US,84,19,California,Lodi,Rosé,Herzog
48141,US,84,38,California,Paso Robles,Merlot,Hunt Cellars
48142,Chile,84,15,Maipo Valley,,Cabernet Sauvignon,Indomita
48143,US,84,25,California,Russian River Valley,Rosé,JCB
48144,US,84,10,California,Napa Valley,Sangiovese,Pope Valley Winery
48145,France,84,15,Burgundy,Bourgogne Côtes d’Auxerre,Pinot Noir,Simonnet-Febvre
48146,Argentina,84,20,Mendoza Province,Mendoza,Sparkling Blend,Reginato
48147,Australia,84,40,Victoria,Rutherglen,Shiraz,R.L. Buller & Son
48148,US,87,55,California,Santa Cruz Mountains,Syrah,Martella
48149,US,87,20,California,Santa Clara Valley,Merlot,Martin Ranch
48150,Chile,87,16,Maule Valley,,Sauvignon Blanc,Oveja Negra
48151,US,87,18,California,California,Sparkling Blend,Rock Wall
48152,US,87,43,California,Chiles Valley,Chardonnay,RustRidge
48153,Argentina,87,13,Other,Patagonia,Malbec,Ruta 22
48154,Argentina,87,11,Mendoza Province,Mendoza,Malbec-Syrah,Rutini
48155,Chile,87,12,Leyda Valley,,Sauvignon Blanc,Leyda
48156,France,87,32,Burgundy,Ladoix,Pinot Noir,Pierre André
48157,Portugal,87,22,Port,,Port,Ramos-Pinto
48158,US,87,36,California,Dry Creek Valley,Zinfandel,Calicaro
48159,US,87,45,California,Napa Valley,Chardonnay,Château Potelle
48160,France,87,12,Languedoc-Roussillon,Faugères,Rhône-style Red Blend,Cuvée Valentin Duc
48161,Chile,87,12,Curicó Valley,,Merlot,Errazuriz
48162,US,87,15,New York,Finger Lakes,Riesling,Dr. Konstantin Frank
48163,US,87,48,California,Alexander Valley,Cabernet Sauvignon,Blue Rock
48164,Argentina,87,17,Mendoza Province,Vista Flores,Cabernet Sauvignon,Antucura
48165,Argentina,87,17,Mendoza Province,Vista Flores,Malbec,Antucura
48166,France,87,45,Champagne,Champagne,Champagne Blend,Beaumont des Crayères
48167,US,87,19,New York,New York,Rosé,Belhurst
48168,US,87,40,California,Napa Valley,Cabernet Sauvignon,Freemark Abbey
48169,US,87,23,Virginia,Monticello,Cabernet Franc,Keswick Vineyards
48170,Argentina,87,10,Mendoza Province,Mendoza,Pinot Noir,Gouguenheim Winery
48171,Italy,87,21,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Glera,Villa Sandi
48172,US,87,40,California,Napa Valley,Red Blend,Storybook Mountain
48173,US,85,45,California,Santa Cruz Mountains,Syrah,Beauregard
48174,France,85,31,Burgundy,Fixin,Pinot Noir,Bouchard Aîné & Fils
48175,Australia,85,18,South Australia,Barossa,Grenache,Loose End
48176,US,85,25,California,Napa Valley,Zinfandel,Girard
48177,US,85,16,New York,Finger Lakes,Cabernet Franc,Glenora
48178,Spain,85,30,Catalonia,Penedès,Cabernet Sauvignon,Pinord
48179,US,85,48,California,Sonoma Valley,Chardonnay,Nicholson Ranch
48180,US,85,18,Oregon,Willamette Valley,Pinot Noir,Pappas Wine Company
48181,US,85,12,California,Dry Creek Valley,Sauvignon Blanc,Pedroncelli
48182,Italy,85,60,Veneto,Valpolicella Classico Superiore,"Corvina, Rondinella, Molinara",Tommaso Bussola
48183,Austria,85,24,Niederösterreich,,Zweigelt,Winzer Krems
48184,US,85,25,California,Contra Costa County,Mataro,Trinitas
48185,Spain,85,19,Catalonia,Pla de Bages,White Blend,Masies d'Avinyo
48186,US,85,25,California,Paso Robles,Red Blend,Laraneta
48187,US,85,22,California,Paso Robles,Syrah,Ortman Family
48188,Spain,85,18,Central Spain,Tierra de Castilla,White Blend,Pardevalles
48189,US,85,11,Ohio,Grand River Valley,Riesling,Debonné
48190,US,85,18,California,California,Cabernet Sauvignon,F.J. Serra
48191,Austria,85,15,Niederösterreich,,Grüner Veltliner,Forstreiter
48192,Spain,85,12,Northern Spain,Rioja,White Blend,Bodegas Franco-Españolas
48193,France,85,57,Burgundy,Meursault,Chardonnay,Bouchard Aîné & Fils
48194,US,85,60,Oregon,Oregon,Pinot Noir,Iris Vineyards
48195,France,85,23,Burgundy,Bourgogne,Pinot Noir,Joseph Faiveley
48196,US,85,33,California,Monterey,Chardonnay,Joullian
48197,US,85,19,California,Paso Robles,Red Blend,Vihuela
48198,Spain,85,19,Northern Spain,Toro,Tinta de Toro,Telmo Rodríguez
48199,France,85,17,Burgundy,Bourgogne,Pinot Noir,Louis Latour
48200,Australia,85,11,Australia Other,South Eastern Australia,Cabernet Sauvignon,Madison Ridge
48201,US,85,20,California,Paso Robles,Meritage,Hasley
48202,Germany,85,10,Mosel,,Riesling,Ku Dé Ta
48203,US,86,22,California,Yorkville Highlands,Bordeaux-style Red Blend,Wattle Creek
48204,US,86,16,California,Lodi,Zinfandel,Seven Deadly Zins
48205,Italy,86,18,Southern Italy,Puglia,Uva di Troia,Torre Quarto
48206,US,86,10,California,California,Chardonnay,Smoking Loon
48207,Italy,86,17,Sicily & Sardinia,Sicilia,Grillo,Spadafora
48208,Italy,86,10,Sicily & Sardinia,Sicilia,Sangiovese,Stemmari
48209,Italy,86,10,Sicily & Sardinia,Sicilia,Pinot Noir,Stemmari
48210,US,86,12,Oregon,Willamette Valley,Pinot Gris,Abiqua Wind
48211,US,86,27,California,Russian River Valley,Pinot Noir,MacMurray Ranch
48212,US,86,45,California,Carneros,Chardonnay,Jeff Gordon
48213,France,86,9,Beaujolais,Beaujolais,Gamay,Henry Fessy
48214,US,86,14,California,Russian River Valley,Pinot Noir,Kenwood
48215,Italy,86,16,Southern Italy,Salento,Verdeca,Leone de Castris
48216,France,86,22,Beaujolais,Morgon,Gamay,Domaine Dupré
48217,US,86,20,California,Sonoma Valley,Sauvignon Blanc,Envolve
48218,US,86,19,Oregon,Oregon,Pinot Noir,Erath
48219,Chile,86,15,Colchagua Valley,,Viognier-Chardonnay,Estampa
48220,France,86,13,Beaujolais,Beaujolais-Villages,Gamay,Georges Duboeuf
48221,Italy,86,21,Sicily & Sardinia,Sicilia,Cabernet Sauvignon,Feudi del Pisciotto
48222,Italy,86,12,Sicily & Sardinia,Sicilia,Nero d'Avola,Feudo di Santa Tresa
48223,US,86,15,California,California,Cabernet Sauvignon,Five Rows
48224,France,86,25,Beaujolais,Beaujolais,Gamay,Domaine Chasselay
48225,Italy,86,12,Sicily & Sardinia,Sicilia,Insolia,Cusumano
48226,US,86,16,California,Clarksburg,Chenin Blanc,Clarksburg Wine Company
48227,US,86,34,California,Dry Creek Valley,Zinfandel,Collier Falls
48228,France,86,18,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Château de Sours
48229,US,86,14,California,Paso Robles,Sauvignon Blanc,Robert Hall
48230,US,86,30,California,Oak Knoll District,Chardonnay,Trefethen
48231,Chile,86,12,Maipo Valley,,Cabernet Sauvignon,Tres Palacios
48232,Italy,93,154,Piedmont,Barbaresco,Nebbiolo,Ceretto
48233,US,93,75,Washington,Columbia Valley (WA),Cabernet Sauvignon,Corliss Estates
48234,Italy,93,50,Piedmont,Barolo,Nebbiolo,Agostino Bosco
48235,US,93,22,California,Santa Maria Valley,Chenin Blanc,Foxen
48236,Italy,93,88,Piedmont,Barolo,Nebbiolo,Cascina Adelaide
48237,France,93,90,Champagne,Champagne,Champagne Blend,Mailly Grand Cru
48238,Italy,93,60,Piedmont,Barolo,Nebbiolo,Marcarini
48239,Italy,93,60,Piedmont,Barolo,Nebbiolo,Mario Marengo
48240,Austria,93,48,Südoststeiermark,,Sauvignon Blanc,Neumeister
48241,Italy,93,55,Piedmont,Barbaresco,Nebbiolo,Sottimano
48242,Italy,93,85,Piedmont,Barbaresco,Nebbiolo,Tenute Cisa Asinari dei Marchesi di Gresy
48243,Italy,93,175,Piedmont,Barolo,Nebbiolo,Poderi Aldo Conterno
48244,Italy,93,75,Piedmont,Barolo,Nebbiolo,Giacosa Fratelli
48245,Italy,93,75,Piedmont,Barolo,Nebbiolo,Gianni Gagliardo
48246,France,93,90,Champagne,Champagne,Champagne Blend,Gosset
48247,Italy,93,80,Piedmont,Barolo,Nebbiolo,Ciabot Berton
48248,Chile,93,95,Puente Alto,,Cabernet Sauvignon,Concha y Toro
48249,US,93,44,California,Sonoma Coast,Pinot Noir,Belle Glos
48250,US,93,86,California,Napa Valley,Bordeaux-style Red Blend,Alpha Omega
48251,France,93,65,Champagne,Champagne,Champagne Blend,Bollinger
48252,US,93,115,California,Rutherford,Cabernet Sauvignon,Beaulieu Vineyard
48253,Italy,93,80,Piedmont,Barolo,Nebbiolo,Boroli
48254,US,84,30,California,Central Coast,Red Blend,Phantom Rivers
48255,US,84,11,California,California,Zinfandel,Stephen Vincent
48256,Italy,84,15,Piedmont,Dolcetto d'Alba,Dolcetto,Tenuta Arnulfo
48257,US,84,35,California,El Dorado,Red Blend,Wofford Acres
48258,Italy,84,11,Piedmont,Piedmont,Barbera,Vinchio-Vaglio Serra
48259,US,84,75,California,Napa Valley,Cabernet Sauvignon,Notre Vin
48260,New Zealand,84,10,Marlborough,,Sauvignon Blanc,Overstone
48261,US,84,18,California,Napa Valley,Zinfandel,Rutherford Ranch
48262,US,84,20,California,Santa Barbara County,Merlot,Rancho Sisquoc
48263,US,84,12,California,Santa Barbara County,Riesling,Rancho Sisquoc
48264,US,84,22,Washington,Columbia Valley (WA),Cabernet Sauvignon,Basel Cellars
48265,Australia,84,8,Australia Other,South Eastern Australia,Pinot Grigio,Black Swan
48266,US,84,9,Washington,Columbia Valley (WA),Merlot,Covey Run
48267,New Zealand,84,12,Marlborough,,Sauvignon Blanc,Cupcake
48268,Chile,84,14,Curicó Valley,,Carmenère,Espiritu de Chile
